50.00,20.40
47.10,20.30
50.50,20.30
50.20,20.20
50.30,20.30
49.90,20.20
49.90,20.30
50.10,20.30
50.30,20.30
49.60,20.30
49.40,20.30
48.30,20.30
47.90,20.20
47.50,20.30
47.20,20.20
